Rank,Club / Country,Club,Country,ELO
2573,Al Nasr FCEgypt,Al Nasr FC,Egypt,1228
2574,Deportivo PetareVenezuela,Deportivo Petare,Venezuela,1228
2575,R.F.C. SeraingBelgium,R.F.C. Seraing,Belgium,1227
2576,OFK Mladost Donja GoricaMontenegro,OFK Mladost Donja Gorica,Montenegro,1227
2577,Trident FCZambia,Trident FC,Zambia,1227
2578,Kalulushi Modern StarsZambia,Kalulushi Modern Stars,Zambia,1227
2579,Pirin Gotse DelchevBulgaria,Pirin Gotse Delchev,Bulgaria,1227
2580,Al-Markhiya Sports ClubQatar,Al-Markhiya Sports Club,Qatar,1227
2581,Dinamo SamarkandUzbekistan,Dinamo Samarkand,Uzbekistan,1227
2582,RojoluCongo DR,RojoluCongo DR,#N/A,1227
2583,Colwyn Bay F.C.Wales,Colwyn Bay F.C.,Wales,1227
2584,NitraSlovakia,Nitra,Slovakia,1227
2585,FK PodgoricaMontenegro,FK Podgorica,Montenegro,1227
2586,Tucanes FCVenezuela,Tucanes FC,Venezuela,1227
2587,JL Chiangmai United FCThailand,JL Chiangmai United FC,Thailand,1227
2588,BantousCongo DR,BantousCongo DR,#N/A,1227
2589,GIF SundsvallSweden,GIF Sundsvall,Sweden,1226
2590,SiguiMali,Sigui,Mali,1226
2591,Persitara JakartaIndonesia,Persitara Jakarta,Indonesia,1226
2592,Al Ansar FC (Medina)Saudi Arabia,Al Ansar FC (Medina),Saudi Arabia,1226
2593,Dibba Al-Hisn SCUnited Arab Emirates,Dibba Al-Hisn SC,United Arab Emirates,1226
2594,FK PohronieSlovakia,FK Pohronie,Slovakia,1226
2595,Chiredzi FCZimbabwe,Chiredzi FC,Zimbabwe,1226
2596,Wuhan Yangtze RiverChina PR,Wuhan Yangtze RiverChina PR,#N/A,1226
2597,Kotoku RoyalsGhana,Kotoku Royals,Ghana,1226
2598,Konkola BladesZambia,Konkola Blades,Zambia,1226
2599,CD OlmedoEcuador,CD Olmedo,Ecuador,1226
2600,Uthai Thani FCThailand,Uthai Thani FC,Thailand,1226
2601,Siam Navy FCThailand,Siam Navy FC,Thailand,1225
2602,United Sikkim F.CIndia,United Sikkim F.C,India,1225
2603,FC Academia ChisinauMoldova,FC Academia Chisinau,Moldova,1225
2604,Carmona Sport Club do UígeAngola,Carmona Sport Club do Uíge,Angola,1225
2605,Apollon SmyrnisGreece,Apollon Smyrnis,Greece,1225
2606,Finn HarpsIreland,Finn Harps,Ireland,1225
2607,EFYMIvory Coast,EFYM,Ivory Coast,1225
2608,Perth GloryAustralia,Perth Glory,Australia,1225
2609,PorthmadogWales,Porthmadog,Wales,1225
2610,Hoverla UzhhorodUkraine,Hoverla Uzhhorod,Ukraine,1225
2611,Vaivase-Tai FCSamoa,Vaivase-Tai FC,Samoa,1225
2612,Jomo CosmosSouth Africa,Jomo Cosmos,South Africa,1225
2613,Atletico SocopoVenezuela,Atletico Socopo,Venezuela,1225
2614,Veraguas FCPanama,Veraguas FC,Panama,1225
2615,VictoriaZimbabwe,Victoria,Zimbabwe,1225
2616,Kruoja PakruojisLithuania,Kruoja Pakruojis,Lithuania,1225
2617,Ohod Saudi FCSaudi Arabia,Ohod Saudi FC,Saudi Arabia,1224
2618,Yafoot FC Yaounde 2Cameroon,Yafoot FC Yaounde 2,Cameroon,1224
2619,Sporting Central AcademyJamaica,Sporting Central Academy,Jamaica,1224
2620,Rudar PljevljaMontenegro,Rudar Pljevlja,Montenegro,1224
2621,Elmina SharksGhana,Elmina Sharks,Ghana,1224
2622,Arenel Movers FCZimbabwe,Arenel Movers FC,Zimbabwe,1224
2623,Nsoatreman FCGhana,Nsoatreman FC,Ghana,1224
2624,Mladost VelikaBosnia and Herzegovina,Mladost VelikaBosnia and,Herzegovina,1224
2625,Douglas WarriorsZimbabwe,Douglas Warriors,Zimbabwe,1224
2626,AS Black StarsMali,AS Black Stars,Mali,1224
2627,Rivoli UnitedJamaica,Rivoli United,Jamaica,1224
2628,PS KemiFinland,PS Kemi,Finland,1224
2629,DragónEl Salvador,Dragón,El Salvador,1224
2630,Revan BakuAzerbaijan,Revan Baku,Azerbaijan,1224
2631,SD Atletico NacionalPanama,SD Atletico Nacional,Panama,1224
2632,Al Shabab Al Arabi BeirutLebanon,Al Shabab Al Arabi Beirut,Lebanon,1224
2633,Air IndiaIndia,Air India,India,1224
2634,ASK Dragão do UígeAngola,ASK Dragão do Uíge,Angola,1224
2635,Al-KhorQatar,Al-Khor,Qatar,1224
2636,JangorzoNiger,Jangorzo,Niger,1224
2637,ES BingervilleIvory Coast,ES Bingerville,Ivory Coast,1224
2638,JuticalpaHonduras,Juticalpa,Honduras,1224
2639,PAC Omonia 29MCyprus,PAC Omonia 29M,Cyprus,1223
2640,CD Platense MunicipalEl Salvador,CD Platense Municipal,El Salvador,1223
2641,Urena SCVenezuela,Urena SC,Venezuela,1223
2642,Office Niger SportsMali,Office Niger Sports,Mali,1223
2643,Al MouradaSudan,Al Mourada,Sudan,1223
2644,FC KapazAzerbaijan,FC Kapaz,Azerbaijan,1223
2645,Domant FCAngola,Domant FC,Angola,1223
2646,Johvi FC LokomotivEstonia,Johvi FC Lokomotiv,Estonia,1223
2647,SK BabīteLatvia,SK Babīte,Latvia,1223
2648,VutukaCongo DR,VutukaCongo DR,#N/A,1223
2649,Livingston FCScotland,Livingston FC,Scotland,1223
2650,Lime HotspursZambia,Lime Hotspurs,Zambia,1223
2651,MontanaBulgaria,Montana,Bulgaria,1223
2652,Persela LamonganIndonesia,Persela Lamongan,Indonesia,1222
2653,Porcelana FCAngola,Porcelana FC,Angola,1222
2654,FK Bregalnica StipMacedonia,FK Bregalnica Stip,Macedonia,1222
2655,Debo ClubMali,Debo Club,Mali,1222
2656,FK Zvijezda 09Bosnia and Herzegovina,FK Zvijezda 09Bosnia and,Herzegovina,1222
2657,Cranborne Bullets FCZimbabwe,Cranborne Bullets FC,Zimbabwe,1222
2658,FB GulbeneLatvia,FB Gulbene,Latvia,1222
2659,Atlético El VigíaVenezuela,Atlético El Vigía,Venezuela,1222
2660,CAS de SévaréMali,CAS de Sévaré,Mali,1222
2661,Lampang FCThailand,Lampang FC,Thailand,1222
2662,Jedinstvo BPMontenegro,Jedinstvo BP,Montenegro,1222
2663,Police FCNiger,Police FC,Niger,1222
2664,Konkola Mine PoliceZambia,Konkola Mine Police,Zambia,1221
2665,AS Eliwidj FCMali,AS Eliwidj FC,Mali,1221
2666,Al AsalahJordan,Al Asalah,Jordan,1221
2667,CA Bordj Bou ArreridjAlgeria,CA Bordj Bou Arreridj,Algeria,1221
2668,Belshina BobruiskBelarus,Belshina Bobruisk,Belarus,1221
2669,FK InđijaSerbia,FK Inđija,Serbia,1221
2670,Songkhla United FCThailand,Songkhla United FC,Thailand,1221
2671,Nakambala LeopardsZambia,Nakambala Leopards,Zambia,1221
2672,AE KouklionCyprus,AE Kouklion,Cyprus,1221
2673,FK Voska SportMacedonia,FK Voska Sport,Macedonia,1221
2674,Vidima-RakovskiBulgaria,Vidima-Rakovski,Bulgaria,1221
2675,Caledonia AIATrinidad and Tobago,Caledonia AIATrinidad and,Tobago,1221
2676,Hamilton Wanderers AfcNew Zealand,Hamilton Wanderers Afc,New Zealand,1221
2677,US TataouineTunisia,US Tataouine,Tunisia,1221
2678,MFK Tatran Liptovský MikulášSlovakia,MFK Tatran Liptovský Mikuláš,Slovakia,1221
2679,Atlético MarteEl Salvador,Atlético Marte,El Salvador,1221
2680,KarabüksporTurkey,Karabükspor,Turkey,1221
2681,Dragon de YaoundéCameroon,Dragon de Yaoundé,Cameroon,1220
2682,T&TECTrinidad and Tobago,T&TECTrinidad and,Tobago,1220
2683,SmederevoSerbia,Smederevo,Serbia,1220
2684,AL Tadamon SourLebanon,AL Tadamon Sour,Lebanon,1220
2685,Trat FCThailand,Trat FC,Thailand,1220
2686,OpavaCzech Republic,Opava,Czech Republic,1220
2687,MadangPapua New Guinea,Madang,Papua New Guinea,1220
2688,TantaEgypt,Tanta,Egypt,1220
2689,FC Merani TbilisiGeorgia,FC Merani Tbilisi,Georgia,1220
2690,KarvanAzerbaijan,Karvan,Azerbaijan,1219
2691,Lumwana RadiantsZambia,Lumwana Radiants,Zambia,1219
2692,FC SmorgonBelarus,FC Smorgon,Belarus,1219
2693,Al Akhaa Al AhliLebanon,Al Akhaa Al Ahli,Lebanon,1219
2694,Machine Sazi FCIran,Machine Sazi FC,Iran,1219
2695,EgerHungary,Eger,Hungary,1219
2696,AberystwythWales,Aberystwyth,Wales,1219
2697,TshinkunkuCongo DR,TshinkunkuCongo DR,#N/A,1219
2698,Alpha UnitedGuyana,Alpha United,Guyana,1219
2699,Nakhon PathomThailand,Nakhon Pathom,Thailand,1219
2700,OriónCosta Rica,Orión,Costa Rica,1218
2701,Borac ČačakSerbia,Borac Čačak,Serbia,1218
2702,Shanghai ShenxinChina PR,Shanghai ShenxinChina PR,#N/A,1218
2703,QuelatonZimbabwe,Quelaton,Zimbabwe,1218
2704,Sport Lubango e BenficaAngola,Sport Lubango e Benfica,Angola,1218
2705,Art Municipal JalapaNicaragua,Art Municipal Jalapa,Nicaragua,1218
2706,AS LossiNew Caledonia,AS Lossi,New Caledonia,1218
2707,Bontang PKTIndonesia,Bontang PKT,Indonesia,1218
2708,Sporting BeirutLebanon,Sporting Beirut,Lebanon,1218
2709,PTT Rayong FCThailand,PTT Rayong FC,Thailand,1218
2710,UNAN ManaguaNicaragua,UNAN Managua,Nicaragua,1218
2711,1º de MaioAngola,1º de Maio,Angola,1218
2712,North Queensland FuryAustralia,North Queensland Fury,Australia,1218
2713,Tenax CS FCZimbabwe,Tenax CS FC,Zimbabwe,1218
2714,Welshpool TownWales,Welshpool Town,Wales,1218
2715,NK Zvijezda GradacacBosnia and Herzegovina,NK Zvijezda GradacacBosnia and,Herzegovina,1218
2716,FK SpartaksLatvia,FK Spartaks,Latvia,1217
2717,NK Igman KonjicBosnia and Herzegovina,NK Igman KonjicBosnia and,Herzegovina,1217
2718,Hapoel AshkelonIsrael,Hapoel Ashkelon,Israel,1217
2719,Wellington Phoenix ReservesNew Zealand,Wellington Phoenix Reserves,New Zealand,1217
2720,FC Dnyapro MogilevBelarus,FC Dnyapro Mogilev,Belarus,1217
2721,Wanderers SCNew Zealand,Wanderers SC,New Zealand,1217
2722,Adamawa UnitedNigeria,Adamawa United,Nigeria,1217
2723,Jazeerat Al FeelSudan,Jazeerat Al Feel,Sudan,1217
2724,Corona BraşovRomania,Corona Braşov,Romania,1217
2725,Anagennisi DeryneiaCyprus,Anagennisi Deryneia,Cyprus,1216
2726,Stade Malien SikassoMali,Stade Malien Sikasso,Mali,1216
2727,C.D. Honduras ProgresoHonduras,C.D. Honduras Progreso,Honduras,1216
2728,Tulevik ViljandiEstonia,Tulevik Viljandi,Estonia,1216
2729,Persikabo 1973 (INA)Indonesia,Persikabo 1973 (INA),Indonesia,1216
2730,Džiugas TelšiaiLithuania,Džiugas Telšiai,Lithuania,1216
2731,FK GulistonUzbekistan,FK Guliston,Uzbekistan,1216
2732,Dibba Al-Fujairah ClubUnited Arab Emirates,Dibba Al-Fujairah Club,United Arab Emirates,1216
2733,Mont-DoreNew Caledonia,Mont-Dore,New Caledonia,1215
2734,RC KinshasaCongo DR,RC KinshasaCongo DR,#N/A,1215
2735,Tampines Rovers FCSingapore,Tampines Rovers FC,Singapore,1215
2736,Al IttihadSudan,Al Ittihad,Sudan,1215
2737,KaliakraBulgaria,Kaliakra,Bulgaria,1215
2738,San José de OruroBolivia,San José de Oruro,Bolivia,1215
2739,El NsoorSudan,El Nsoor,Sudan,1215
2740,Atlético VeragüensePanama,Atlético Veragüense,Panama,1215
2741,Shabab Al-Aqaba ClubJordan,Shabab Al-Aqaba Club,Jordan,1215
2742,CD Junior ManaguaNicaragua,CD Junior Managua,Nicaragua,1215
2743,Al-KharitiyatQatar,Al-Kharitiyat,Qatar,1214
2744,Naftan NovopolotskBelarus,Naftan Novopolotsk,Belarus,1214
2745,Al-Yarmouk FCJordan,Al-Yarmouk FC,Jordan,1214
2746,Chambishi FCZambia,Chambishi FC,Zambia,1214
2747,TravnikBosnia and Herzegovina,TravnikBosnia and,Herzegovina,1214
2748,FC Phoenix 1976Trinidad and Tobago,FC Phoenix 1976Trinidad and,Tobago,1214
2749,Universitario de CobijaBolivia,Universitario de Cobija,Bolivia,1214
2750,CD SonsonateEl Salvador,CD Sonsonate,El Salvador,1214
2751,Kozara GradiškaBosnia and Herzegovina,Kozara GradiškaBosnia and,Herzegovina,1214
2752,Santa Rita de Cássia FCAngola,Santa Rita de Cássia FC,Angola,1214
2753,CoatepequeGuatemala,Coatepeque,Guatemala,1213
2754,DestroyersBolivia,Destroyers,Bolivia,1213
2755,CF UngheniMoldova,CF Ungheni,Moldova,1213
2756,LootusEstonia,Lootus,Estonia,1213
2757,FC TelaviGeorgia,FC Telavi,Georgia,1213
2758,FK Utenis UtenaLithuania,FK Utenis Utena,Lithuania,1213
2759,Real TamaleGhana,Real Tamale,Ghana,1213
2760,Rancho Santana FCNicaragua,Rancho Santana FC,Nicaragua,1213
2761,CSF Spartanii SelemetMoldova,CSF Spartanii Selemet,Moldova,1213
2762,FC StumbrasLithuania,FC Stumbras,Lithuania,1212
2763,Rudar PrijedorBosnia and Herzegovina,Rudar PrijedorBosnia and,Herzegovina,1212
2764,Real SociedadHonduras,Real Sociedad,Honduras,1212
2765,Tonnerre Kalara ClubCameroon,Tonnerre Kalara Club,Cameroon,1212
2766,MOIKAzerbaijan,MOIK,Azerbaijan,1212
2767,GagauziyaMoldova,Gagauziya,Moldova,1212
2768,HB Chelghoum LaïdAlgeria,HB Chelghoum Laïd,Algeria,1212
2769,CSyD Nueva ConcepciónGuatemala,CSyD Nueva Concepción,Guatemala,1211
2770,Austria KärntenAustria,Austria Kärnten,Austria,1211
2771,Faulkland FCJamaica,Faulkland FC,Jamaica,1210
2772,Hyderabad FCIndia,Hyderabad FC,India,1210
2773,Alacranes del NorteEl Salvador,Alacranes del Norte,El Salvador,1210
2774,Sisaket FCThailand,Sisaket FC,Thailand,1210
2775,Black LeopardsSouth Africa,Black Leopards,South Africa,1209
2776,FC Carlos SteinPeru,FC Carlos Stein,Peru,1209
2777,Səbail FKAzerbaijan,Səbail FK,Azerbaijan,1209
2778,Raja Beni MellalMorocco,Raja Beni Mellal,Morocco,1209
2779,FC SaxanMoldova,FC Saxan,Moldova,1209
2780,CD PetapaGuatemala,CD Petapa,Guatemala,1209
2781,Al Islah Bourg ShamalyLebanon,Al Islah Bourg Shamaly,Lebanon,1209
2782,Croatia SesveteCroatia,Croatia Sesvete,Croatia,1209
2783,Juventus BucureştiRomania,Juventus Bucureşti,Romania,1209
2784,Trujillanos FCVenezuela,Trujillanos FC,Venezuela,1209
2785,Sandals South CoastJamaica,Sandals South Coast,Jamaica,1209
2786,Al-MergheniSudan,Al-Mergheni,Sudan,1209
2787,Llaneros de GuanareVenezuela,Llaneros de Guanare,Venezuela,1208
2788,NadiFiji,Nadi,Fiji,1208
2789,CaroníVenezuela,Caroní,Venezuela,1208
2790,Kitwe UnitedZambia,Kitwe United,Zambia,1208
2791,AndijonUzbekistan,Andijon,Uzbekistan,1208
2792,Ittihad Al-RamthaJordan,Ittihad Al-Ramtha,Jordan,1208
2793,SvetkavitsaBulgaria,Svetkavitsa,Bulgaria,1208
2794,Esteghlal AhvazIran,Esteghlal Ahvaz,Iran,1208
2795,FC Ma'anJordan,FC Ma'an,Jordan,1207
2796,United City F.C.Peru,United City F.C.,Peru,1207
2797,Atar ClubMali,Atar Club,Mali,1207
2798,Unión ComercioPeru,Unión Comercio,Peru,1207
2799,Yaracuyanos FCVenezuela,Yaracuyanos FC,Venezuela,1207
2800,FC Sioni BolnisiGeorgia,FC Sioni Bolnisi,Georgia,1207
2801,FC Nõmme UnitedEstonia,FC Nõmme United,Estonia,1207
2802,Falkenbergs FFSweden,Falkenbergs FF,Sweden,1206
2803,Samut SongkramThailand,Samut Songkram,Thailand,1206
2804,Al ShimaliSudan,Al Shimali,Sudan,1206
2805,Real PotosíBolivia,Real Potosí,Bolivia,1206
2806,TOTThailand,TOT,Thailand,1206
2807,AalesundNorway,Aalesund,Norway,1206
2808,Al-NilSudan,Al-Nil,Sudan,1206
2809,Chivas USAUnited States,Chivas USA,United States,1206
2810,FK SkopjeMacedonia,FK Skopje,Macedonia,1206
2811,Estudiantes de CaracasVenezuela,Estudiantes de Caracas,Venezuela,1206
2812,RANS Nusantara F.C.Indonesia,RANS Nusantara F.C.,Indonesia,1205
2813,Airbus UK Broughton FCWales,Airbus UK Broughton FC,Wales,1205
2814,WhaWhaZimbabwe,WhaWha,Zimbabwe,1205
2815,Pärnu JK VaprusEstonia,Pärnu JK Vaprus,Estonia,1204
2816,Ballymena UnitedNorthern Ireland,Ballymena United,Northern Ireland,1204
2817,FC LvivUkraine,FC Lviv,Ukraine,1204
2818,SapovnelaGeorgia,Sapovnela,Georgia,1204
2819,Al-DhafraUnited Arab Emirates,Al-Dhafra,United Arab Emirates,1204
2820,UESEl Salvador,UES,El Salvador,1203
2821,Fk Metalurg SkopjeMacedonia,Fk Metalurg Skopje,Macedonia,1203
2822,FC RustaviGeorgia,FC Rustavi,Georgia,1203
2823,Universidad San Martín de PorresPeru,Universidad San Martín de Porres,Peru,1203
2824,Shortan GuzorUzbekistan,Shortan Guzor,Uzbekistan,1203
2825,Real MamoréBolivia,Real Mamoré,Bolivia,1203
2826,Lokomotivi TbilisiGeorgia,Lokomotivi Tbilisi,Georgia,1203
2827,LyubimetsBulgaria,Lyubimets,Bulgaria,1203
2828,Barbican FCJamaica,Barbican FC,Jamaica,1203
2829,Al-JalilJordan,Al-Jalil,Jordan,1202
2830,PelisterMacedonia,Pelister,Macedonia,1202
2831,Masachapa F.C.Nicaragua,Masachapa F.C.,Nicaragua,1202
2832,Treasure BeachJamaica,Treasure Beach,Jamaica,1202
2833,FK Turon YaypanUzbekistan,FK Turon Yaypan,Uzbekistan,1202
2834,Fuerza Amarilla SCEcuador,Fuerza Amarilla SC,Ecuador,1202
2835,LamiaGreece,Lamia,Greece,1202
2836,PápaHungary,Pápa,Hungary,1202
2837,US SoufAlgeria,US Souf,Algeria,1202
2838,Tripoli ACLebanon,Tripoli AC,Lebanon,1201
2839,Brong Ahafo StarsGhana,Brong Ahafo Stars,Ghana,1201
2840,Academia QuintanaPuerto Rico,Academia Quintana,Puerto Rico,1201
2841,Carolina GigantesPuerto Rico,Carolina Gigantes,Puerto Rico,1201
2842,ACS FC Academica ClinceniRomania,ACS FC Academica Clinceni,Romania,1200
2843,SmolevichyBelarus,Smolevichy,Belarus,1200
2844,FK Drina ZvornikBosnia and Herzegovina,FK Drina ZvornikBosnia and,Herzegovina,1200
2845,Chinandega FCNicaragua,Chinandega FC,Nicaragua,1200
2846,Maardu LinnameeskondEstonia,Maardu Linnameeskond,Estonia,1199
2847,Guaynabo FluminensePuerto Rico,Guaynabo Fluminense,Puerto Rico,1199
2848,Al MesaimeerQatar,Al Mesaimeer,Qatar,1199
2849,Al-HikmaLebanon,Al-Hikma,Lebanon,1199
2850,Southern UnitedNew Zealand,Southern United,New Zealand,1198
2851,Banga GargzdaiLithuania,Banga Gargzdai,Lithuania,1198
2852,Sloboda TuzlaBosnia and Herzegovina,Sloboda TuzlaBosnia and,Herzegovina,1198
2853,MayagüezPuerto Rico,Mayagüez,Puerto Rico,1198
2854,FK PalangaLithuania,FK Palanga,Lithuania,1198
2855,ZaprešićCroatia,Zaprešić,Croatia,1197
2856,Dubai ClubUnited Arab Emirates,Dubai Club,United Arab Emirates,1197
2857,Dinamo BenderMoldova,Dinamo Bender,Moldova,1197
2858,Al Urooba ClubUnited Arab Emirates,Al Urooba Club,United Arab Emirates,1196
2859,FK LeotarBosnia and Herzegovina,FK LeotarBosnia and,Herzegovina,1196
2860,Racing BeirutLebanon,Racing Beirut,Lebanon,1196
2861,Gradina SrebrenikBosnia and Herzegovina,Gradina SrebrenikBosnia and,Herzegovina,1196
2862,WA TlemcenAlgeria,WA Tlemcen,Algeria,1196
2863,Persiraja AcehIndonesia,Persiraja Aceh,Indonesia,1195
2864,Chapelton Maroons FCJamaica,Chapelton Maroons FC,Jamaica,1195
2865,CaerswsWales,Caersws,Wales,1195
2866,Sahab SCJordan,Sahab SC,Jordan,1195
2867,AlkiCyprus,Alki,Cyprus,1194
2868,That Ras ClubJordan,That Ras Club,Jordan,1194
2869,FC SamtrediaGeorgia,FC Samtredia,Georgia,1194
2870,VitezBosnia and Herzegovina,VitezBosnia and,Herzegovina,1193
2871,Hindustan AeroIndia,Hindustan Aero,India,1193
2872,FK Belasica StrumicaMacedonia,FK Belasica Strumica,Macedonia,1193
2873,Kaposvári RákócziHungary,Kaposvári Rákóczi,Hungary,1193
2874,Point Fortin FCTrinidad and Tobago,Point Fortin FCTrinidad and,Tobago,1192
2875,Loughgall F.C.Northern Ireland,Loughgall F.C.,Northern Ireland,1192
2876,Muaither SCQatar,Muaither SC,Qatar,1192
2877,Juventus ManaguaNicaragua,Juventus Managua,Nicaragua,1192
2878,Grobiņas Sporta CentrsLatvia,Grobiņas Sporta Centrs,Latvia,1192
2879,FC Guria LanchkhutiGeorgia,FC Guria Lanchkhuti,Georgia,1192
2880,Talinna KalevEstonia,Talinna Kalev,Estonia,1191
2881,Puerto Rico UnitedPuerto Rico,Puerto Rico United,Puerto Rico,1191
2882,Al Rabta KostiSudan,Al Rabta Kosti,Sudan,1191
2883,Al Ahli SC AmmanJordan,Al Ahli SC Amman,Jordan,1190
2884,Kaya F.C.-IloiloPeru,Kaya F.C.-Iloilo,Peru,1190
2885,Ala'ab DamanhourEgypt,Ala'ab Damanhour,Egypt,1190
2886,Noah JūrmalaLatvia,Noah Jūrmala,Latvia,1190
2887,Dungannon SwiftsNorthern Ireland,Dungannon Swifts,Northern Ireland,1190
2888,BBCU FCThailand,BBCU FC,Thailand,1190
2889,CS MioveniRomania,CS Mioveni,Romania,1190
2890,Mgaear Al SarhanJordan,Mgaear Al Sarhan,Jordan,1190
2891,NapredokMacedonia,Napredok,Macedonia,1190
2892,Łódzki KSPoland,Łódzki KS,Poland,1190
2893,Rakvere JK TarvasEstonia,Rakvere JK Tarvas,Estonia,1190
2894,JSM SkikdaAlgeria,JSM Skikda,Algeria,1189
2895,HB KøgeDenmark,HB Køge,Denmark,1189
2896,Klaipedos GranitasLithuania,Klaipedos Granitas,Lithuania,1189
2897,BuxoroUzbekistan,Buxoro,Uzbekistan,1189
2898,FK TeteksMacedonia,FK Teteks,Macedonia,1189
2899,JS KairouanaiseTunisia,JS Kairouanaise,Tunisia,1188
2900,Hajer FC Al-HasaSaudi Arabia,Hajer FC Al-Hasa,Saudi Arabia,1188
2901,Sporting de CabindaAngola,Sporting de Cabinda,Angola,1187
2902,Ballinamallard UnitedNorthern Ireland,Ballinamallard United,Northern Ireland,1187
2903,FajardoPuerto Rico,Fajardo,Puerto Rico,1187
2904,National AssemblyZambia,National Assembly,Zambia,1186
2905,Al-Sareeh SCJordan,Al-Sareeh SC,Jordan,1186
2906,Lime Hall AcademyJamaica,Lime Hall Academy,Jamaica,1186
2907,Reno FCJamaica,Reno FC,Jamaica,1186
2908,Prison Service FCTrinidad and Tobago,Prison Service FCTrinidad and,Tobago,1186
2909,FC KTPFinland,FC KTP,Finland,1186
2910,Portadown FCNorthern Ireland,Portadown FC,Northern Ireland,1186
2911,Afan LidoWales,Afan Lido,Wales,1185
2912,Zlate MoravceSlovakia,Zlate Moravce,Slovakia,1184
2913,AL Hazem FCSaudi Arabia,AL Hazem FC,Saudi Arabia,1183
2914,Tatran PrešovSlovakia,Tatran Prešov,Slovakia,1183
2915,Ilukstes NSSLatvia,Ilukstes NSS,Latvia,1183
2916,Mladost CDMacedonia,Mladost CD,Macedonia,1183
2917,Al FujairahUnited Arab Emirates,Al Fujairah,United Arab Emirates,1182
2918,Shabab AL Ghazieh SCLebanon,Shabab AL Ghazieh SC,Lebanon,1181
2919,NistruMoldova,Nistru,Moldova,1181
2920,AC LALA FCVenezuela,AC LALA FC,Venezuela,1180
2921,Lupe ole SoagaSamoa,Lupe ole Soaga,Samoa,1180
2922,GOŠK GabelaBosnia and Herzegovina,GOŠK GabelaBosnia and,Herzegovina,1180
2923,FK Sputnik RechytsaBelarus,FK Sputnik Rechytsa,Belarus,1180
2924,WIT Georgia TbilisiGeorgia,WIT Georgia Tbilisi,Georgia,1180
2925,Shabab Baalbek SCLebanon,Shabab Baalbek SC,Lebanon,1180
2926,Vitosha BistritsaBulgaria,Vitosha Bistritsa,Bulgaria,1179
2927,Al Egtmaaey TripoliLebanon,Al Egtmaaey Tripoli,Lebanon,1179
2928,Salam ZghartaLebanon,Salam Zgharta,Lebanon,1179
2929,La PazBolivia,La Paz,Bolivia,1178
2930,KiwiSamoa,Kiwi,Samoa,1178
2931,BuildconZambia,Buildcon,Zambia,1178
2932,Paernu LinnameeskondEstonia,Paernu Linnameeskond,Estonia,1177
2933,Ayia NapaCyprus,Ayia Napa,Cyprus,1175
2934,FK Tauras TaurageLithuania,FK Tauras Taurage,Lithuania,1174
2935,BeraneMontenegro,Berane,Montenegro,1174
2936,Institute FCNorthern Ireland,Institute FC,Northern Ireland,1174
2937,ArdsNorthern Ireland,Ards,Northern Ireland,1174
2938,Young Heart ManawatuNew Zealand,Young Heart Manawatu,New Zealand,1174
2939,Sporting Clube de BenguelaAngola,Sporting Clube de Benguela,Angola,1173
2940,Cunupia FCTrinidad and Tobago,Cunupia FCTrinidad and,Tobago,1173
2941,Ajax LasnamäeEstonia,Ajax Lasnamäe,Estonia,1173
2942,Molynes United FCJamaica,Molynes United FC,Jamaica,1173
2943,České BudějoviceCzech Republic,České Budějovice,Czech Republic,1173
2944,Atlético ChiriquíPanama,Atlético Chiriquí,Panama,1173
2945,Merani MartviliGeorgia,Merani Martvili,Georgia,1172
2946,Boys' TownJamaica,Boys' Town,Jamaica,1172
2947,Nevėžis KėdainiaiLithuania,Nevėžis Kėdainiai,Lithuania,1171
2948,SC Chabab MohammédiaMorocco,SC Chabab Mohammédia,Morocco,1171
2949,FK JelgavaLatvia,FK Jelgava,Latvia,1171
2950,FC Kolkheti-1913 PotiGeorgia,FC Kolkheti-1913 Poti,Georgia,1171
2951,ArrowsIndia,Arrows,India,1171
2952,Cefn Druids AFCWales,Cefn Druids AFC,Wales,1170
2953,Tupapa MaraerengaCook Islands,Tupapa Maraerenga,Cook Islands,1170
2954,Real MadrizNicaragua,Real Madriz,Nicaragua,1169
2955,VereyaBulgaria,Vereya,Bulgaria,1169
2956,Al-ShaabUnited Arab Emirates,Al-Shaab,United Arab Emirates,1169
2957,CD OcotalNicaragua,CD Ocotal,Nicaragua,1168
2958,Tornados de HumacaoPuerto Rico,Tornados de Humacao,Puerto Rico,1166
2959,Niki VolouGreece,Niki Volou,Greece,1166
2960,Mačva ŠabacSerbia,Mačva Šabac,Serbia,1166
2961,ObodUzbekistan,Obod,Uzbekistan,1165
2962,Caguas HuracánPuerto Rico,Caguas Huracán,Puerto Rico,1165
2963,FC ZugdidiGeorgia,FC Zugdidi,Georgia,1164
2964,BFC DaugavpilsLatvia,BFC Daugavpils,Latvia,1163
2965,HattaUnited Arab Emirates,Hatta,United Arab Emirates,1161
2966,Longford TownIreland,Longford Town,Ireland,1161
2967,AEZ ZakakiouCyprus,AEZ Zakakiou,Cyprus,1161
2968,Dnepr MogilevBelarus,Dnepr Mogilev,Belarus,1160
2969,SiauliaiLithuania,Siauliai,Lithuania,1159
2970,Shenzhen FCChina PR,Shenzhen FCChina PR,#N/A,1159
2971,Gresik United FCIndonesia,Gresik United FC,Indonesia,1159
2972,FK Bačka PalankaSerbia,FK Bačka Palanka,Serbia,1158
